text,commenter_channel_display_name,comment_publish_date,video_id,platform,label
"All the friends of Chris including MrBeast, Chandler, Karl and Nolan were supportive with his choice, Chris himself said it on an Twitter comment, also, MrBeast said on Twitter: ""this transphobia is starting to piss me off"", and said he's totally fine with Chris and in fact Jimmy was the first person to know Chris was trans, because Chris told him first.
In conclusion, please respect people's choices, it's not your body, if he's happy this way then what's your problem?

Other facts:
- He divorced his wife almost a year ago, before he became trans.
- He has the custody of his kid Tucker, and he has an entire agenda full of activities with him, dedicated to him, he loves his son as any parent/mother would, you can see in their social media images of both having fun and being happy.
- Chris left the closet at 16 years old as bisexual, his wife and his friends knew about this as well, Chris was bisexual before he even met Karl, so stop with the cringe conspiracy theories about Karl, btw Karl is asexual.
- No one cared about Chris's breakup till he became trans, what a coincidence. Now that he became trans everyone apparently suddenly cares about his wife saying ""he abandoned his wife"", but everyone was quiet about it a year ago, that's how you identify transphobia.
- Lot of people is justifying their transphobia with religion, from Islamic to Christianity, that screams out loud ""My religion is transphobic."", while your sacred book says it's a peaceful religion and a religion of love, you are giving a bad image to your own beliefs, you will go to hell unlike Chris who is trying to be happy with his kid, taking care of him as any loving parent.
I don't want to generalize in this point, as I understand not all religious people are extremists who thinks ""Allah"" or ""God"" wants trans people to die, which clearly is wrong, so I'm talking about extremists, not about everyone who follows any religion.
- And finally, there are more than 2 genders, look up on Google the differences between sex, gender, orientation and gender identity.
Chris is a trans non-binary person, below you can see.
Sex: Male (Sex is biological)
Gender: Non-binary (I think he said he was non-binary, he doesn't identify as a woman.)
Orientation: Bisexual
Gender Identity: Transexual.

^ Everything I stated on that point are FACTS, scientifically FACTS, not my opinion, science supports that genders are a social construct and in fact there are more than 2, people just confuse it with the biological sex, a trans person is aware of how they were born, more aware than all of us, when they say they are male/female they talk about the gender, they are aware of the obvious, they know they were born a different way, they just don't feel like that anymore.

Again, just respect people's choices, thank you.",AlFdz,1682099367.0,u1r43GNrtzA,Youtube,0
She took mood swings to a whole new level...,Nettan Yonas,1690058388.0,yHQv2pUungI,Youtube,0
I wake up every morning and straight come to YouTube to watch videos rather than facing the reality. I think this is an indicator of slight depression. I need your book. 😭,Kanan,1647688144.0,4s-UDZwihbg,Youtube,0
"That is me and if you don't believe me. I could tell you a story, and then many more.",RuthPrime#137,1659491747.0,MXAUwEVIL7E,Youtube,0
"People in 1923:We will have flying cars in 2023!

People in 2023:Did you know that every Disney Princess represent a disorder?",Afrodita,1689353495.0,QZYfVcw9gmU,Youtube,0
"@fanOmry ah, i see.",existenceisrelative,1688561594.0,ZwO0rervo8o,Youtube,0
That's why we need to put crack back in Coke.,Refugio Villegas III,1670022004.0,kYZtrLHUNLM,Youtube,0
The sugar and caffeine addiction hitting a little too close to home with this one,@Lurker1322,1666250128.0,e4-NNSFIZNs,Youtube,0
thats called being upfront and respectful about it lol@D'vinity on Starmaker,ac Slater,1691851842.0,RC1919tTab0,Youtube,0
"Facts there...
34 now was diagnosed with depression at 13... life sucks, but hey we're alive.......",Dav Bing,1658691310.0,MXAUwEVIL7E,Youtube,0
💜💜,Winifred Harris,1674265700.0,WDymiiSfS4s,Youtube,0
"Yes I know how it feels 😢
I’m 12 years old and I rlly want you to remember that, you have a life to come back to 

Stay strong 💪",Bubalabas kitchen,1697759839.0,Tyq492QJOkw,Youtube,0
"Educated beyond their intelligence,",Clayton Peterson,1666878660.0,BcKuX6TV1To,Youtube,0
Um think I have this?maybe,N0t_Vi0l3tttt,1670996381.0,GqgRCPs1bdo,Youtube,0
Another term for this is “laziness.” 🤡🌎,Andru Keller,1689877845.0,PGu2-QOfLBA,Youtube,0
"I'm in this and I don't like it.
Seriously though, spot on.  Thanks, I hate that this describes my entire life.",@Mystik314,1677538288.0,e4-NNSFIZNs,Youtube,0
Why didn’t get I get to choose which mental issue I wanted 😾😾😾,Exocticxz,1681958212.0,GqgRCPs1bdo,Youtube,0
"""whats the time?""
""20% brake fluid.""",Tonka.J,1690881482.0,QZYfVcw9gmU,Youtube,0
What’s good for osteoarthritis?  I don’t want them operating on my knees!,Jay,1676106476.0,qCthXuL1yZU,Youtube,0
"Please I love you . 
You must eat. 
You are beautiful.
I believe in you. 
I am alone.
I feel you but I'm here and I care. All my love. ❤️❤️❤️❤️❤️❤️❤️❤️",Hefs CLEANING,1676415086.0,Tyq492QJOkw,Youtube,0
Me staying up all night thinking of how I could have said something better,Azaan Mirza,1651014402.0,2n-GS8LUddU,Youtube,0
I think I'm both,@ashleyandanime4815,1685359362.0,jqffqAJRRLY,Youtube,0
"@annette fournier do you have a Family Services in your area?
Sometimes they offee free counseling services or can refer you to some. Also, there might be clinics that can refer you to sliding scale services. 

What city are you in?",Jennine Morel,1694657785.0,LaVUX5bHz9Y,Youtube,0
I hate it absolutely hate it when people just say oh you’re just being dramatic know you don’t have anxiety because a lot of people don’t show their anxiety very much they just think about it in their head so people are like you’ve never shown any signs of anxiety and as a person with anxiety I can relate to this very much,Presley’s Life🦄,1663977959.0,b6WKN64k_mc,Youtube,0
Wtf is this???🤮🤮🤮,Make Live Again,1680297669.0,BcKuX6TV1To,Youtube,0
This is what my cousin does when she does her makeup but pretends she’s recording a yt video,Shawna leah,1673442627.0,6RaXv-m8K9U,Youtube,0
❤❤❤GOD BLESSINGS.. THIS IS A GOD MOMENT ❤,Quee,1689981321.0,l2KuxKGImMw,Youtube,0
Bruh Ill fucking damage my hand for no rewars if it was like 1m Id 100% do it,MoonKing,1684344574.0,PGu2-QOfLBA,Youtube,0
😂😂😂😂 🤮🤮🤮🤮🤮,isayithowiseeit,1690815293.0,Tyq492QJOkw,Youtube,0
True,Queen Scotia,1693178744.0,LaVUX5bHz9Y,Youtube,0
look at him xDDDDDDDDDDDDDDDDDDD,JcoopinNeWYork,1666456469.0,BcKuX6TV1To,Youtube,0
so you have any tips for anxiety attacks?,@tswizzlespizzle,1663898087.0,Pnh7l_SiR_0,Youtube,0
​@Vinyl :]thank you!,Overkill Blackjack,1691359589.0,RC1919tTab0,Youtube,0
I want to correct something some mood disorders (like the one im diagnosed with) can be triggered from events however the mood stays for awhile,Mystic,1661504270.0,jUF1K9rsh9o,Youtube,0
"I think the thought of trying to ask for help is hard. If you can get enough strength to ask for help, you will be happy you did afterwards. Love yourself enough to get the help!",Shellie Burkhardt,1646215452.0,2n-GS8LUddU,Youtube,0
For me I have OCD and I luv my numbers I’m always counting,Reneé,1698546681.0,GqgRCPs1bdo,Youtube,0
@ava berr yeah… I wouldn’t be so sure about that matey mate,dzh Baby,1698669652.0,RC1919tTab0,Youtube,0
Please do Adhd 🙏,Alexa🫀,1677136827.0,GqgRCPs1bdo,Youtube,0
"Gender dysphoria is a mental disorder, look it up. It's listed as a disorder by the American Psychiatric Association.  Pick up a book and learn something",Andrea McCrossen,1673720871.0,ih_t7x9LYLE,Youtube,0
"Umm, I thought I was slightly depressed, but I qualify in all of these areas. Like, she kinda described me. So I’m MAJORLY depressed I guess. I really didn’t know that.",PurpleRain14,1658620085.0,MXAUwEVIL7E,Youtube,0
"k, where can i get some coke?",--,1677737598.0,kYZtrLHUNLM,Youtube,0
I can relate to all of this so much!,Airplane_007,1681204501.0,GqgRCPs1bdo,Youtube,0
You're just being lazy,Garble,1689752099.0,PGu2-QOfLBA,Youtube,0
As domebody with BPD this is not entirely true. Triggers can cause mood swings and can last for short periods of time.,ColourDork2023,1661552813.0,jUF1K9rsh9o,Youtube,0
I have this and all of that’s true,@XxRosaleighxX,1666393018.0,6lc4sXrjTow,Youtube,0
Gotta get that kid on some ice skates,Blue bees,1681409501.0,8_RK7jQrQbc,Youtube,0
"My ex would often want me to be vulnerable & open. It took some time, but it happened nevertheless. Massive mistake. For her, it showed weakness, despite being each others best friends for years. She often used my vulnerabilities & honesty to twist situations or berate me. Absolutely no concept of compassion, she would scoff at any request. Even saying she isn’t my mother, and I am a grown man.
If you’re a young man reading this, take this from it..
Never open up to any women besides your mother, and find a women who loves you unconditionally like a mother.",Gdran32,1694620487.0,RC1919tTab0,Youtube,0
Damn damn dam,michael guerrero,1666910280.0,BcKuX6TV1To,Youtube,0
Yep have it 😢,Alexa Summers,1647140485.0,2n-GS8LUddU,Youtube,0
Please eat or you will die you are young and beautiful life is fabulous please 🥺,Carmen Santana,1676503421.0,Tyq492QJOkw,Youtube,0
"Me everyday: (idk why im like this😭) 
*Click*
Oh its one. 
*clicks again*
Ok. 
*accidentally taps*
Bruh
*taps again*
🔁",𓆩▀▄Ibby-Ann𓆪,1696612421.0,_MS_j7Ecc6k,Youtube,0
You described me wtf,Savage Indian,1678735961.0,xphnHCRgvOg,Youtube,0
"Me: *Relating with EVERYTHING she said*
""No... There's no way, right? ""

I think I'm depressed, and suppress it :(",🦋Hanako-Kun🦋,1661741209.0,MXAUwEVIL7E,Youtube,0
I have that,Tamsyn,1681334164.0,GqgRCPs1bdo,Youtube,0
I cant relate but never give up try your best I know your strong enough:DDD,hallyee,1668632055.0,Tyq492QJOkw,Youtube,0
You’re a good manipulator that’s all you are charging,Cristian Solis,1691045614.0,RC1919tTab0,Youtube,0
Kinda true,nugget,1690423516.0,4e9-6N3ffFA,Youtube,0
"To post on tiktoc that you have tourettes or schizophrenia and you are faking it. You are making it hard for those that actually have these mental illnesses or any type of disorder. These people are born or develop these disorder over time and are usually embarrassed about there condition. They don't do it for likes or to get attention, so don't make tiktocs about you faking certain illnesses. It's disgusting.",Audra Mayher,1682387128.0,BcKuX6TV1To,Youtube,0
SooooTHATS what's happens when I take cocaine 😂😆,stanley munro,1670185345.0,kYZtrLHUNLM,Youtube,0
Especially don't do meth and stimulants like Adderall or Ritalin. The disruption in normal sleep patterns will increase paranoia and manic thinking. Being on stimulants at all will trigger derealization and psychosis.,CJ,1655770730.0,Hxmb0Oa850A,Youtube,0
What a great and supportive family he has. You can tell he is very happy and surrounded by people that love him. This warms my heart.,Rob Mines,1691051297.0,l2KuxKGImMw,Youtube,0
"In the same way we can diagnosis being hard of sight as being different than having something in your eye, autism isn't a mood disorder, it's a developmental and social disorder. Many, not all, autistic child are CONSTANTLY overstimulated and self soothe, and that's not a neurotypical thing to do ALL THE TIME. That's the difference. A moody baby is moody sometimes, an autistic baby is autistic all the time.",Dinah Myte,1677035424.0,-gCSzvsCWCU,Youtube,0
Please do ADHD,Kaede ,1673931280.0,GqgRCPs1bdo,Youtube,0
Never forget Allah (SWT❤❤❤❤❤),euphbk._xx,1682039903.0,LRx8ldVnF4w,Youtube,0
Now I think I have ocd,Navda _Heart,1682835337.0,GqgRCPs1bdo,Youtube,0
❤❤❤️‍🔥❤️❤️,Detravious Anderson,1675800009.0,XBEyqLnZHw0,Youtube,0
"I do all of them at the same time. :,D",Vampirzaehnchen,1689334457.0,4e9-6N3ffFA,Youtube,0
I wish i was still high functioning. Would take not having support over not having a life,Anika,1697541207.0,iiHAnwJo69g,Youtube,0
Only if you have bad autism is it uncontrollable... Most people could learn how to not do this stuff,HK Gehts,1682531957.0,fz6dbtnwEi0,Youtube,0
exactly,sharon sellers,1679288419.0,Szew595ukwY,Youtube,-1
Hides the bag of peppermint patties by his bed as he binges every video the creator has ever made....ever.,@ethnobotanyboy,1667973272.0,e4-NNSFIZNs,Youtube,0
She's so amazing ..   She's getting so better at this.   You've set a shining example of such wonderfulness of being a mother ;)   Keep up the great work!!,Tipsy-Rose,1695133120.0,89Cl_G6OEFg,Youtube,0
She’s so cute even when she cries!,Dfender67,1666778952.0,-gCSzvsCWCU,Youtube,0
The psychologists who researched this are more useless then a McDonald’s ice cream machine,Arrowo,1691235741.0,QZYfVcw9gmU,Youtube,0
I tend to relate to both Elsa and Mulan,some athletic weeb,1690190552.0,QZYfVcw9gmU,Youtube,0
Yeah i probably have adhd ...,slowwduskk,1673300126.0,erbXyUpLVus,Youtube,0
"ALL SAME EXCEPT THE DRUG PART...
I GAME A LOT",Amaninder Singh Singh,1658613269.0,MXAUwEVIL7E,Youtube,0
IQ zombies follow the script 📖🧟‍♂️🔄,Pasta-B1FBA,1687395015.0,JGw_BzwtqtM,Youtube,0
Definitely... but I do it anyways cus I need friends,lara_collins3,1665280681.0,ao9QHIrU3_Y,Youtube,0
I enjoy cheese and other dairy products.,Cap’n sirka,1683921760.0,fz6dbtnwEi0,Youtube,0
Ain't this stuff normal lmao 😂,urmom,1671870739.0,GqgRCPs1bdo,Youtube,0
"So my family almost died from chemicals unknowingly living near a natural gas site. We never experienced this, what you are, until we were poisoned. These issues many experience may very likely be because of these colorless, odorless, synthetic compounds floating through all of us. We almost died so it was very obvious, its a lot less obviously in much lower concentrations. Which is why we noticed but almost no one knows. We're working on it.",N Northwest,1692476141.0,PGu2-QOfLBA,Youtube,0
"i blame tik tok honestly, its literally leading an entire generation in the wrong direction. Kinda agree to it getting banned in the US tbh, probably be good for every ones mental health as well.",freakundude,1678861937.0,BcKuX6TV1To,Youtube,0
"Same. Btw, respectfully, you're a handsome guy Stewart.","A.B.CREATOR art, life & love",1694555844.0,LaVUX5bHz9Y,Youtube,0
​@jenbailey5203that's hilarious. It doesn't happen that way.,Carmines Curse,1690811005.0,RC1919tTab0,Youtube,0
"Sadly, I have both",Anime lover🍡,1698622241.0,GqgRCPs1bdo,Youtube,0
People accept me for who I am,@SchizophrenicNYC,1686596315.0,L_I-7ltNZyE,Youtube,0
I’m an ocd and adhd person and sometimes some migraines happen to me. I’m okay tho bc I’m living my best life,FuntimeToasty,1689216753.0,QZYfVcw9gmU,Youtube,0
That's me...,potARTo,1649169407.0,2n-GS8LUddU,Youtube,0
"Where do ethics and self-will enter into this diagnosis?  I work with I.D.D. individuals with mental illnesses, and I understand disabilities. But I feel that many bi-polar and BPD individuals have more ability to choose behavior than is given to them (though I know they struggle).",Betsy Barnicle,1678653917.0,n5IEL3X1uqo,Youtube,0
"I feel called out. There is another: while listening to music ""playing"" the instruments and lipsync. The best part is I don't notice it half the time.",Alex Raczyńska,1690377906.0,4e9-6N3ffFA,Youtube,0
🤔,hairyfrog,1678401311.0,ao9QHIrU3_Y,Youtube,0
Shave ur face at least,angie adams,1666881518.0,BcKuX6TV1To,Youtube,0
I might have ocd I do all these thing and I always thought It was normal.,Kylie Romero,1680256302.0,GqgRCPs1bdo,Youtube,0
in the words of a wise man: “BREATHE AIR”,@waterisdelicious23,1681716010.0,2uE8YsXdloA,Youtube,-1
bro i got adhd and ocd its kinda fun,RobloxRaider,1684211219.0,GqgRCPs1bdo,Youtube,0
When I was little and went to the bathroom at night I was telling myself that I need to go back to my room in sec. like 20-30 or I will die.,Mel,1684593889.0,GqgRCPs1bdo,Youtube,0
this seems more like intellectual disability. either that or it's a satire cuz no ADHD looks like this,Didi Dada,1674904706.0,erbXyUpLVus,Youtube,0
uhhhh do i have ocd??? how many disorders do i have???,BriaMoon,1686719592.0,_MS_j7Ecc6k,Youtube,0
Why is it MAINLY 98% Dudes with this problem?,Sized Toaster0,1669145703.0,BcKuX6TV1To,Youtube,0
Happy birthday big guy!😊,Bike Channel,1689851305.0,l2KuxKGImMw,Youtube,0
I have OCD and this is so accurate.,Aimee Lawson,1685086408.0,GqgRCPs1bdo,Youtube,0
"I mean I don't know about it but 
There one annoying boy in my class he's 10 years I'm older than him like when I'm talking to my friends he's go through us and speaking English 
Like BRO YOU'RE MALAYSIAN LIKE HOW ARE YOU BEING LIKE A LIL KID MAYBE HE NEEDS TO LEARN SOME MANNERS 
SO MY FRIEND WRITE IT ON THE FLOOR LIKE YOU THE LITTLE ROCK THAT ARE WHITE ""LEARN SOME MANNERS IDIOT"" 
like it felt good tho",hyunlyz ★,1647966073.0,2n-GS8LUddU,Youtube,0
..i can relate,matching with lunchbox_friends,1691676481.0,b6WKN64k_mc,Youtube,0
"@Alan Armband he/she/it are pronouns, idiot. Do you never use those? What's it like being illiterate?",Solus,1676862303.0,Tyq492QJOkw,Youtube,0
WTF was that?,Cameron Scott,1677174157.0,BcKuX6TV1To,Youtube,0
You can get trough it even when times get rough,billie reidy,1682451148.0,GqgRCPs1bdo,Youtube,0
F*CK I CHOSE BOTH,TheMemeGodIsMe,1698460379.0,GqgRCPs1bdo,Youtube,0
I think it can be trauma based.,JackTastickk,1697858158.0,4e9-6N3ffFA,Youtube,0
Get a kitten,@sugarvr91,1691593215.0,2uE8YsXdloA,Youtube,-1
Said the butt boiiiii trapped by the gram.,John Meehan,1670703536.0,dw5BbcUSV4c,Youtube,-1
you bib not do 21,Amy Cobb,1668668857.0,70FM7M62_TI,Youtube,0
both of your beautiful souls shine bright ❤️,Alice,1666437377.0,-gCSzvsCWCU,Youtube,0
"It can be triggered by big life events like divorce, death, moving but I think this is more like- I stepped in something, my sock is wet, hair is getting in my face and look at this mess around me- breakdown crying 😂",M B,1679759511.0,jUF1K9rsh9o,Youtube,0
"Bruno from Encanto. The bad sibling, the one always at fault.",Who knows💀,1689389903.0,QZYfVcw9gmU,Youtube,0
Maybe you shouldn’t vape.,@luceefigueroa7472,1691262343.0,2uE8YsXdloA,Youtube,-1
"Ben doesn’t understand the meaning of mental illness. There’s an important component to it that it interrupts your life in a negative way that affects your ability to function as a capable adult. People with gender disphoria function perfectly fine as adults. It is a novel sort of condition, but it’s doesn’t cause disability.",Raquel Jacobs,1672994005.0,ih_t7x9LYLE,Youtube,0
That is NOT autism!,crosswalk,1686199673.0,8_RK7jQrQbc,Youtube,0
She is sooooooooooo cute,Siyana Ali,1676276490.0,-gCSzvsCWCU,Youtube,0
My bedroom is terrible. And I know it would take me less then an hr to do it. But that’s also the reason I don’t. Cause it will only take me an hr. So it’s not that bad so I could do it anytime. The things I tell myself… 🤦🏻‍♀️🤷🏻‍♀️,Amber Floyd,1673744783.0,6RaXv-m8K9U,Youtube,0
I have OCD and i didn't realize it until I saw this video.,kkul nurizz,1676904764.0,GqgRCPs1bdo,Youtube,0
I am all of them lol,Pocket Sized Satan,1688765679.0,4e9-6N3ffFA,Youtube,0
"Its fascinating to see how humans are capable of figuring out ways to soothe, to figure out how to quiet the beast. We have a lot to learn from those who are different. every last one of us has a purpose here; whether it is something really heroic like emergency medicine or fighting forest fires or something seemingly small like reading to children at a library. We all have something to learn from each other.",Tracie Williams,1681145801.0,8_RK7jQrQbc,Youtube,0
I have both…,*-👑Rebecca👑-*,1677034531.0,GqgRCPs1bdo,Youtube,0
"These is no cure buddy, it can get a bit better but getting it cured is not a possibility",°Zørø°,1688855414.0,-gCSzvsCWCU,Youtube,0
@Ash i mean they can but they r males so they shouldn't it is clear that they r very weak only females get these kind of thing (and yes i support andrew tate),ItzRuby.J,1674326909.0,Tyq492QJOkw,Youtube,0
The geologist with pockets of pretty rocks,Koshi Linx,1690829024.0,4e9-6N3ffFA,Youtube,0
Lmao the flippidy click on that chair 😂,NOPE.,1670498150.0,BQ7KlyhsQxE,Youtube,0
"I do the wall thing a lot, but not just the wall- during vball games, swimming, tests, etc. 😟😟",-meiii!-,1671180842.0,GqgRCPs1bdo,Youtube,0
@Acktopaf Oh I see you’re too dumb to comprehend what I’m saying,Super panda 1234,1684401190.0,PGu2-QOfLBA,Youtube,0
"Goh dayum, letting me know I'm not okay lol",Ricky C,1658711496.0,MXAUwEVIL7E,Youtube,0
"Well done! It was just a little thing, but you knew. What a good momma you are. I hope that every momma takes a note from you",Katie Chase,1667813300.0,-gCSzvsCWCU,Youtube,0
Sleeping beauty,Ha li,1689395237.0,QZYfVcw9gmU,Youtube,0
"Seriously, how tf is she still alive?",HeathenPatriot,1693567406.0,bd4AyyVJfSg,Youtube,0
"God bless you girl, I hope you get better soon! Remember, that you are beautiful the way you are. ❤️❤️💪",Nicky Yay :D,1674083668.0,Tyq492QJOkw,Youtube,0
"That's sweet but i think he's autistic, he doesn't have autism. Just to clarify from a fellow autistic. Happy birthday 🎂",Jazz,1689881356.0,l2KuxKGImMw,Youtube,0
"Deoression, it’s worse than you could ever imagine. Social Anxiety plus depression, imagine internally cutting yourself to pieces after you do or say anything then feeling stupid and horrible even if you did nothing wrong. That’s the tip of the iceberg.",Natalie Reid,1696904641.0,iiHAnwJo69g,Youtube,0
"I have so much trauma from being in a relationship with a woman with, until a week ago, undiagnosed ADHD.  I think I'm broken",Anthony,1651259325.0,R2O31GUYUfc,Youtube,0
Nick eh 30,MatthewHuggard,1685251911.0,Szew595ukwY,Youtube,-1
I’m like “ hold ur breath or * insert something bad* “,_.scara_x,1674441282.0,GqgRCPs1bdo,Youtube,0
"Not sure if you saw my comment.... What are your thoughts ? 

Check B vitamin levels. I'm not a doctor... But that's what I heard - take niacin for schizophrenia. Check for niacin deficiency... Go ahead and check for B12, homocysteine, and methylmalonic acid while you're at it. Check for gut issues too. Many neurotransmitters are made in the gut. 

Also check for the MTHFR gene mutation.",Off-Roading Explained,1683408148.0,Szew595ukwY,Youtube,-1
Yeah that's accurate,Squee6669,1695951747.0,RC1919tTab0,Youtube,0
​@double double cap'n crunch p,Sauti Sauti,1679057526.0,qt2Bpryqnv0,Youtube,0
"She doesnt spesk and shes too young.
Its her mom and she makes decisions until she is able to.",Katarina Belle,1672966839.0,-gCSzvsCWCU,Youtube,0
"I have ocd and many other like anxiety, depression, and PTSD. this is sadly true. :(",lilly ☆,1673262431.0,_MS_j7Ecc6k,Youtube,0
I think they are crazy lock them all up,Rachel Paz,1667198792.0,BcKuX6TV1To,Youtube,0
Could you do kleptomania next?,ToxicityVlogs,1675246188.0,GqgRCPs1bdo,Youtube,0
"@H.K Next video: diabetes isn't real. 
His uneducated followers : oh my god, he's so great!",K S,1677725464.0,3ePM7727_ug,Youtube,-1
"My whole life.  I ve always been a great student,  but liking a guy always helped me so much more ,",Barbie Blue,1665456095.0,ao9QHIrU3_Y,Youtube,0
Oops I did it again realized I’m depressed oh baby baby,CC_Rambles,1658656054.0,MXAUwEVIL7E,Youtube,0
AMEN,Julian Lara,1665043952.0,Y83salNpzAo,Youtube,0
"I'm pretty sure they use they/them, stay respectful. also, this drama happened about a year ago if not longer. don't pick up drama that was already solved. 
also, having a sugar daddy at 16 is more common than you think.",SabbyRahh,1689572534.0,HPc0nOxEmF0,Youtube,0
"that was me after covid, but all my “friends” just turned their back on me. I chose online because of my anxiety but I had to attend the last term, and it was horrible.",Alya Styles,1672652926.0,2n-GS8LUddU,Youtube,0
"I tried ignoring the fact that j have adhd, but come to realize how much it's actually affecting my life, my marraige and just my every day living in general.  I exploded the other day and just cried my eyes out,  everything just feels so much. I refuse to take adhd medications due to the side effects in the long run. Just wished people without adhd could see the struggles that us people with adhd have to face every single day.",Heidi Blackbeard,1651229517.0,R2O31GUYUfc,Youtube,0
"Because she wants attention
.",BooBitch,1691198852.0,HPc0nOxEmF0,Youtube,0
Ouuuuccchhhh,Amanda Forrester,1693077170.0,LaVUX5bHz9Y,Youtube,0
Her cry broke my heart😭,Charm Fox,1696006088.0,-gCSzvsCWCU,Youtube,0
I am like alice,cooldudehanguber,1689262383.0,QZYfVcw9gmU,Youtube,0
……,Bestie group challenges ,1682300145.0,GqgRCPs1bdo,Youtube,0
I’m a bit of both but mainly #2,@sunsetsaphire6458,1683540533.0,jqffqAJRRLY,Youtube,0
"Me :
But the most relatable one for me was the touch the wall, i also get like if i like get one side of my face wet i say like do the other side or this person dies",🥀hi,1675395559.0,GqgRCPs1bdo,Youtube,0
Happy Birthday,Amanda White,1689844908.0,l2KuxKGImMw,Youtube,0
"As an autistic person I am constantly playing the piano, please help my fingers are so tired and my mom is typing this.",Swedenball56,1684171160.0,2GHRJva4ixY,Youtube,0
You try again tomorrow…. And every day after that….    You got this ….  You can do it ❤️❤️❤️❤️❤️❤️,A Little Bit of Faith,1692490577.0,Tyq492QJOkw,Youtube,0
This is beautiful. (!) ☮️🌻🍀🍁 I have Asperger syndrome. I wish u all best. Youre amazing mother💟.,Myśl Odsiewnia,1665684680.0,-gCSzvsCWCU,Youtube,0
My personality so fucking rare I don't know what I have..m,Sweet♡,1637755794.0,w6G94lbYAmY,Youtube,0
"As a person with anxiety with possible ADHD and autism, I can relate :;(",-_Twilight Leafeon_-,1690856928.0,b6WKN64k_mc,Youtube,0
"Yes, they all need mental illness help",Jeanine Morgan,1677968612.0,BcKuX6TV1To,Youtube,0
Same,Orange,1693669037.0,fz6dbtnwEi0,Youtube,0
Oh - and you are not alone.,DigitalLogic,1688259215.0,Tyq492QJOkw,Youtube,0
"People who just realized they might have OCD😳
👇",Cantaloupe is delicious,1679970897.0,GqgRCPs1bdo,Youtube,0
@doomygoomy no it was schizophrenia bcs the book is based on a girl called alice and she has schizophrenia,Milk_BubbleTea,1690336030.0,QZYfVcw9gmU,Youtube,0
oh we get to choose our mental illnesses now! well i choose to not have adhd oh.. wait it.. doesn't work that way,Balls,1679058732.0,GqgRCPs1bdo,Youtube,0
"I'm convinced these are all impulses left over in our genome from when we were apeish.   

Something in those Percy Jackson movies that always resonated with me, a quote that I can hardly remember but the premise stayed with me;  ""They call you hyperactive and unfocused, they scoff at you for not being able to sit still and stare at pages or whiteboards.  It's because in your blood you have warrior instincts, leftover genetic coding from your ancestors which kept them alive on the battlefields.  Always moving, always shifting focus, detached and obsevant; these are the traits of a warrior and a survivor.  The issue comes when there's no room for these instincts in this modern world""     or something like that?


Being diagnosed with Autism and ADD and ADHD at a young age it's been an uphill struggle feeling a sense of belonging in this tired, yet rushing world.",JackSnipe James,1689314644.0,4e9-6N3ffFA,Youtube,0
Agreed man. This was a great message of his,LMACK,1669200263.0,hqpJBhkFKcU,Youtube,0
aint no way he was a furry LOL,@user-df8yd5sr1j,1681640655.0,2uE8YsXdloA,Youtube,-1
@chaoticfantasycosplays  Ah ok. 👍,CALL ME SIR,1694529080.0,HzUXFPO3cJE,Youtube,0
Maybe u need better women in your life. Teach your daughter better.,MJ's World,1693186747.0,RC1919tTab0,Youtube,0
I like what this woman is saying but the chick on the left just filming herself in the mirror pointing at shit is insufferable. Please contribute something or piss off. I hate this trend...,Niffer Wolf,1692030048.0,RC1919tTab0,Youtube,0
Your a wonderful mom.,Kimberly Anderson,1665210888.0,-gCSzvsCWCU,Youtube,0
in Jesus name amen,Alex Wolf,1665873990.0,Y83salNpzAo,Youtube,0
BREATH AIR,@MichaelGarcia03,1681187916.0,2uE8YsXdloA,Youtube,-1
Y’all got this!! Since apparently it’s everyone haha love you guys,Veronica,1658735991.0,MXAUwEVIL7E,Youtube,0
I’m really overthinking this video…….😫😔🤨🧐😟😕😣😖😒🥺😢😭😭😭😭,therealpĘnns,1658966811.0,MXAUwEVIL7E,Youtube,0
So beautiful how she can express herself so well ❤️,Rachel Madima,1679441202.0,8e8lN2GvYv0,Youtube,0
Well. They don’t. No one does.,Harri Pauditor 5972,1689913140.0,l2KuxKGImMw,Youtube,0
She's adorable,Georgina Jones,1666040737.0,-gCSzvsCWCU,Youtube,0
I'm a mix of the daydreamer and the gardener.,A Z,1689374979.0,4e9-6N3ffFA,Youtube,0
I have ocd,Ava Beatty,1679194606.0,_MS_j7Ecc6k,Youtube,0
I may have ocd,RubyKnight,1698346096.0,GqgRCPs1bdo,Youtube,0
Yes !!!!!!,Franki Lauth,1679769098.0,BcKuX6TV1To,Youtube,0
Welp.  The now the normies know about the adhd dino walk.,Qwinn,1687481479.0,4e9-6N3ffFA,Youtube,0
Didn't know I  was depressed,𝓐𝓻𝓲𝓪𝓷𝓪,1658674816.0,MXAUwEVIL7E,Youtube,0
Thomas❤,Fawzia Anker,1695422996.0,HzUXFPO3cJE,Youtube,0
lmaooo tell me you're a bigot without actually telling me you're a bigot,Mac,1663441480.0,IlsEZLs1PUI,Youtube,-1
Amen!!,67tooch,1672347243.0,ih_t7x9LYLE,Youtube,0
